Result file;00-01.res
Reference image;img_0001.png
Strain gage;5
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
509.500000;1122.500000;90.000000;95.000000;57.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
"img_0002.png";1;8.215e-05;-7.440e-05;-3.030e-05
"img_0003.png";2;-4.982e-05;5.031e-06;-7.383e-05
"img_0004.png";3;-1.174e-04;6.586e-05;2.722e-05
"img_0005.png";4;-2.039e-04;1.836e-04;-3.722e-05
"img_0006.png";5;7.706e-06;3.571e-04;1.163e-04
"img_0007.png";6;4.385e-04;1.056e-04;-3.525e-05
"img_0008.png";7;4.473e-04;1.241e-04;2.059e-05
"img_0009.png";8;2.884e-04;5.174e-05;-9.664e-06
"img_0010.png";9;2.089e-04;8.469e-05;3.061e-05
"img_0011.png";10;2.335e-04;3.658e-05;5.360e-05
"img_0012.png";11;5.875e-04;3.016e-04;1.237e-04
"img_0013.png";12;5.992e-04;4.818e-04;8.561e-05
"img_0014.png";13;5.677e-04;4.069e-04;1.756e-05
"img_0015.png";14;4.847e-04;1.683e-04;6.653e-05
"img_0016.png";15;4.195e-04;2.233e-05;6.148e-05
"img_0017.png";16;3.843e-04;6.362e-05;1.238e-04
"img_0018.png";17;7.940e-04;-1.534e-05;2.265e-04
"img_0019.png";18;9.480e-04;-1.446e-05;2.532e-04
"img_0020.png";19;8.341e-04;1.572e-04;1.402e-04
"img_0021.png";20;7.797e-04;1.587e-04;7.166e-05
"img_0022.png";21;6.073e-04;2.299e-04;5.552e-05
"img_0023.png";22;6.257e-04;2.819e-04;-1.243e-06
"img_0024.png";23;7.721e-04;2.571e-04;4.975e-05
"img_0025.png";24;1.015e-03;9.839e-05;1.453e-04
"img_0026.png";25;1.159e-03;5.215e-05;1.771e-04
"img_0027.png";26;1.067e-03;-6.554e-05;1.627e-04
"img_0028.png";27;1.028e-03;-7.001e-05;2.068e-04
"img_0029.png";28;9.478e-04;-1.623e-04;1.682e-04
"img_0030.png";29;9.840e-04;-1.980e-04;1.202e-04
"img_0031.png";30;1.159e-03;-1.626e-04;9.010e-05
"img_0032.png";31;1.492e-03;-1.547e-04;1.118e-04
"img_0033.png";32;1.535e-03;-2.137e-04;1.649e-04
"img_0034.png";33;1.426e-03;-1.551e-04;1.366e-04
"img_0035.png";34;1.218e-03;-6.134e-05;7.031e-05
"img_0036.png";35;1.113e-03;-1.134e-04;-1.111e-04
"img_0037.png";36;1.086e-03;-2.353e-04;-1.233e-04
"img_0038.png";37;1.336e-03;-1.628e-04;-3.666e-05
"img_0039.png";38;1.636e-03;-1.167e-04;1.103e-04
"img_0040.png";39;1.510e-03;-1.263e-04;1.133e-04
"img_0041.png";40;1.204e-03;-3.274e-04;9.936e-05
"img_0042.png";41;1.011e-03;-3.583e-04;7.061e-05
"img_0043.png";42;1.257e-03;-3.874e-04;1.666e-04
"img_0044.png";43;1.825e-03;-1.696e-04;2.573e-04
"img_0045.png";44;1.382e-03;-6.889e-05;1.085e-04
"img_0046.png";45;1.022e-03;-1.893e-04;2.613e-05
"img_0047.png";46;1.165e-03;-3.514e-04;1.821e-04
"img_0048.png";47;1.593e-03;-3.912e-04;2.886e-04
"img_0049.png";48;1.282e-03;-1.788e-04;9.525e-05
"img_0050.png";49;1.084e-03;-5.025e-05;-1.933e-05
"img_0051.png";50;1.208e-03;-1.860e-04;1.334e-04
"img_0052.png";51;1.498e-03;-3.461e-04;2.106e-04
"img_0053.png";52;1.186e-03;-4.331e-04;5.728e-05
"img_0054.png";53;1.123e-03;-2.763e-04;6.806e-05
"img_0055.png";54;1.420e-03;-8.535e-05;2.093e-04
"img_0056.png";55;1.464e-03;-8.873e-05;1.950e-04
"img_0057.png";56;1.050e-03;-1.858e-04;3.583e-05
"img_0058.png";57;9.046e-04;-3.418e-04;2.639e-04
"img_0059.png";58;1.553e-03;-4.305e-04;4.213e-04
"img_0060.png";59;1.419e-03;-2.706e-04;1.477e-04
"img_0061.png";60;9.069e-04;-2.098e-04;-1.954e-04
"img_0062.png";61;9.551e-04;-1.475e-04;-4.097e-05
"img_0063.png";62;1.276e-03;-2.965e-04;1.841e-04
"img_0064.png";63;1.152e-03;-2.826e-04;-3.039e-04
"img_0065.png";64;9.688e-04;-3.318e-04;-5.073e-04
"img_0066.png";65;1.104e-03;-4.032e-04;-3.272e-04
"img_0067.png";66;1.590e-03;-2.805e-04;-8.326e-06
"img_0068.png";67;1.206e-03;-2.531e-04;-3.178e-04
"img_0069.png";68;1.034e-03;-2.684e-04;-6.051e-04
"img_0070.png";69;9.024e-04;-3.250e-04;-3.439e-04
"img_0071.png";70;1.458e-03;-3.671e-04;3.129e-05
"img_0072.png";71;1.325e-03;-2.381e-04;-3.640e-04
"img_0073.png";72;1.058e-03;-2.409e-04;-5.139e-04
"img_0074.png";73;1.081e-03;-3.491e-04;-3.044e-04
"img_0075.png";74;1.387e-03;-3.835e-04;-1.649e-05
"img_0076.png";75;1.338e-03;-3.830e-04;-4.089e-04
"img_0077.png";76;1.208e-03;-3.002e-04;-5.596e-04
"img_0078.png";77;1.058e-03;-2.221e-04;-2.057e-04
"img_0079.png";78;1.514e-03;-2.738e-04;-1.040e-05
"img_0080.png";79;1.067e-03;-2.357e-04;-3.017e-04
"img_0081.png";80;8.868e-04;-4.258e-04;-2.611e-04
"img_0082.png";81;1.064e-03;-5.161e-04;1.406e-05
"img_0083.png";82;1.509e-03;-3.458e-04;4.461e-04
"img_0084.png";83;1.272e-03;-3.084e-04;4.140e-05
"img_0085.png";84;9.465e-04;-1.285e-04;-1.132e-04
"img_0086.png";85;7.336e-04;-2.055e-04;3.387e-05
"img_0087.png";86;1.015e-03;-3.957e-04;4.790e-04
"img_0088.png";87;1.162e-03;-5.051e-04;5.436e-04
"img_0089.png";88;1.061e-03;-5.023e-04;1.585e-04
"img_0090.png";89;1.065e-03;-3.783e-04;-6.048e-06
"img_0091.png";90;1.027e-03;-4.399e-04;-6.960e-05
"img_0092.png";91;1.353e-03;-5.923e-04;1.695e-04
"img_0093.png";92;1.389e-03;-6.682e-04;2.903e-04
"img_0094.png";93;1.101e-03;-5.635e-04;-2.111e-04
"img_0095.png";94;7.022e-04;-3.576e-04;-4.558e-04
"img_0096.png";95;7.542e-04;-4.023e-04;-1.515e-04
"img_0097.png";96;1.313e-03;-4.976e-04;9.114e-05
"img_0098.png";97;1.403e-03;-5.688e-04;-1.501e-04
"img_0099.png";98;1.120e-03;-6.674e-04;-4.498e-04
"img_0100.png";99;6.888e-04;-5.207e-04;-4.057e-04
"img_0101.png";100;7.756e-04;-2.935e-04;1.878e-04
"img_0102.png";101;1.225e-03;-3.513e-04;1.711e-04
"img_0103.png";102;1.301e-03;-5.021e-04;-2.725e-04
"img_0104.png";103;1.191e-03;-6.981e-04;-5.896e-04
"img_0105.png";104;1.036e-03;-7.489e-04;-3.710e-04
"img_0106.png";105;1.083e-03;-6.026e-04;3.717e-05
"img_0107.png";106;1.028e-03;-4.925e-04;2.648e-04
"img_0108.png";107;1.021e-03;-3.047e-04;1.243e-04
"img_0109.png";108;9.468e-04;-4.219e-04;-4.236e-04
"img_0110.png";109;1.058e-03;-5.772e-04;-5.723e-04
"img_0111.png";110;1.252e-03;-7.368e-04;-3.731e-04
"img_0112.png";111;1.434e-03;-8.366e-04;1.190e-04
"img_0113.png";112;1.487e-03;-8.473e-04;2.125e-04
"img_0114.png";113;1.161e-03;-6.559e-04;6.664e-05
"img_0115.png";114;9.369e-04;-4.540e-04;-2.417e-04
"img_0116.png";115;8.579e-04;-4.109e-04;-2.764e-04
"img_0117.png";116;7.789e-04;-3.776e-04;-3.789e-04
"img_0118.png";117;7.946e-04;-2.935e-04;-3.435e-04
"img_0119.png";118;1.025e-03;-4.127e-04;-2.369e-04
"img_0120.png";119;1.268e-03;-5.004e-04;-1.852e-05
"img_0121.png";120;1.484e-03;-6.643e-04;3.905e-05
"img_0122.png";121;1.477e-03;-7.000e-04;8.691e-06
"img_0123.png";122;1.268e-03;-6.612e-04;-2.300e-04
"img_0124.png";123;1.055e-03;-5.797e-04;-5.862e-04
"img_0125.png";124;7.684e-04;-4.592e-04;-5.632e-04
"img_0126.png";125;7.097e-04;-4.387e-04;-5.095e-04
"img_0127.png";126;7.449e-04;-4.293e-04;-2.607e-04
"img_0128.png";127;8.959e-04;-4.557e-04;-1.624e-04
"img_0129.png";128;1.217e-03;-5.690e-04;1.968e-05
"img_0130.png";129;1.312e-03;-4.876e-04;7.287e-06
"img_0131.png";130;1.320e-03;-6.440e-04;-1.940e-04
"img_0132.png";131;1.202e-03;-6.196e-04;-4.608e-04
"img_0133.png";132;1.175e-03;-5.730e-04;-5.229e-04
"img_0134.png";133;1.069e-03;-5.535e-04;-6.193e-04
"img_0135.png";134;9.690e-04;-4.431e-04;-5.943e-04
"img_0136.png";135;9.153e-04;-2.821e-04;-3.464e-04
"img_0137.png";136;1.012e-03;-2.668e-04;-9.562e-05
"img_0138.png";137;1.119e-03;-4.754e-04;-9.254e-06
"img_0139.png";138;1.610e-03;-7.688e-04;-1.459e-04
"img_0140.png";139;1.984e-03;-1.508e-03;-3.617e-04
"img_0141.png";140;2.375e-03;-1.852e-03;-4.671e-04
"img_0142.png";141;2.747e-03;-2.286e-03;-2.956e-04
"img_0143.png";142;3.172e-03;-2.407e-03;-3.409e-04
"img_0144.png";143;3.721e-03;-2.652e-03;-1.556e-04
"img_0145.png";144;4.306e-03;-2.791e-03;-2.273e-04
"img_0146.png";145;4.801e-03;-2.955e-03;-3.232e-04
"img_0147.png";146;5.142e-03;-3.117e-03;-3.915e-04
"img_0148.png";147;5.268e-03;-3.516e-03;-3.005e-04
"img_0149.png";148;5.440e-03;-3.883e-03;-2.508e-04
"img_0150.png";149;5.648e-03;-4.178e-03;8.445e-05
"img_0151.png";150;6.055e-03;-4.372e-03;1.872e-04
"img_0152.png";151;6.604e-03;-4.700e-03;4.661e-04
"img_0153.png";152;7.128e-03;-4.814e-03;5.909e-04
"img_0154.png";153;7.925e-03;-5.026e-03;6.359e-04
"img_0155.png";154;9.039e-03;-5.334e-03;5.717e-04
"img_0156.png";155;1.009e-02;-5.654e-03;4.113e-04
"img_0157.png";156;1.109e-02;-6.057e-03;5.525e-04
"img_0158.png";157;1.209e-02;-6.435e-03;6.331e-04
"img_0159.png";158;1.325e-02;-6.901e-03;8.248e-04
"img_0160.png";159;1.467e-02;-7.353e-03;9.212e-04
"img_0161.png";160;1.603e-02;-7.669e-03;7.848e-04
"img_0162.png";161;1.701e-02;-8.091e-03;7.397e-04
"img_0163.png";162;1.789e-02;-8.496e-03;7.401e-04
"img_0164.png";163;1.891e-02;-8.991e-03;8.618e-04
"img_0165.png";164;1.997e-02;-9.392e-03;1.094e-03
"img_0166.png";165;2.162e-02;-9.629e-03;1.239e-03
"img_0167.png";166;2.345e-02;-1.004e-02;1.223e-03
"img_0168.png";167;2.504e-02;-1.056e-02;1.153e-03
"img_0169.png";168;2.648e-02;-1.123e-02;1.123e-03
"img_0170.png";169;2.767e-02;-1.191e-02;1.283e-03
"img_0171.png";170;2.891e-02;-1.250e-02;1.446e-03
"img_0172.png";171;3.084e-02;-1.297e-02;1.633e-03
"img_0173.png";172;3.315e-02;-1.354e-02;1.660e-03
"img_0174.png";173;3.428e-02;-1.404e-02;1.800e-03
"img_0175.png";174;3.529e-02;-1.443e-02;1.896e-03
"img_0176.png";175;3.652e-02;-1.492e-02;1.881e-03
"img_0177.png";176;3.789e-02;-1.517e-02;1.863e-03
"img_0178.png";177;3.904e-02;-1.558e-02;1.833e-03
"img_0179.png";178;4.027e-02;-1.583e-02;1.817e-03
"img_0180.png";179;4.133e-02;-1.627e-02;1.780e-03
"img_0181.png";180;4.250e-02;-1.669e-02;1.775e-03
"img_0182.png";181;4.364e-02;-1.712e-02;1.734e-03
"img_0183.png";182;4.464e-02;-1.763e-02;1.651e-03
"img_0184.png";183;4.561e-02;-1.820e-02;1.538e-03
"img_0185.png";184;4.671e-02;-1.879e-02;1.342e-03
"img_0186.png";185;4.761e-02;-1.909e-02;1.183e-03
"img_0187.png";186;4.833e-02;-1.940e-02;1.061e-03
"img_0188.png";187;4.904e-02;-1.971e-02;1.123e-03
"img_0189.png";188;4.972e-02;-2.008e-02;1.089e-03
"img_0190.png";189;5.034e-02;-2.029e-02;1.087e-03
