Result file;00-01.res
Reference image;img_0001.png
Strain gage;3
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
498.500000;1342.500000;90.000000;89.000000;59.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
"img_0002.png";1;1.431e-04;-2.067e-05;-1.262e-04
"img_0003.png";2;3.265e-04;1.193e-04;-9.644e-05
"img_0004.png";3;2.574e-04;2.715e-04;-5.768e-05
"img_0005.png";4;1.968e-04;3.682e-04;-1.445e-05
"img_0006.png";5;2.037e-04;1.911e-04;-1.134e-04
"img_0007.png";6;4.608e-04;2.664e-04;-6.599e-05
"img_0008.png";7;4.994e-04;3.011e-04;-7.173e-05
"img_0009.png";8;5.410e-04;1.391e-04;-9.471e-05
"img_0010.png";9;7.212e-04;2.015e-04;-5.986e-05
"img_0011.png";10;8.164e-04;2.559e-04;-1.187e-04
"img_0012.png";11;8.404e-04;2.829e-04;-3.733e-05
"img_0013.png";12;9.127e-04;3.794e-04;-7.341e-05
"img_0014.png";13;8.754e-04;3.798e-04;-1.281e-04
"img_0015.png";14;7.536e-04;2.691e-04;-2.526e-04
"img_0016.png";15;6.981e-04;2.149e-04;-1.384e-04
"img_0017.png";16;8.066e-04;1.487e-04;-1.029e-04
"img_0018.png";17;1.151e-03;1.463e-04;-5.522e-05
"img_0019.png";18;1.388e-03;2.202e-04;1.396e-05
"img_0020.png";19;1.451e-03;2.454e-04;6.029e-05
"img_0021.png";20;1.213e-03;1.574e-04;-5.623e-06
"img_0022.png";21;1.001e-03;2.246e-04;-1.045e-04
"img_0023.png";22;1.043e-03;1.956e-04;-1.145e-04
"img_0024.png";23;9.775e-04;1.647e-04;-1.631e-04
"img_0025.png";24;1.109e-03;1.288e-04;-1.106e-04
"img_0026.png";25;1.400e-03;2.487e-04;-1.291e-04
"img_0027.png";26;1.799e-03;3.342e-04;-3.120e-05
"img_0028.png";27;1.893e-03;3.115e-04;-1.668e-04
"img_0029.png";28;1.663e-03;3.031e-04;-1.158e-04
"img_0030.png";29;1.391e-03;1.964e-04;-1.079e-04
"img_0031.png";30;1.221e-03;2.459e-04;-1.187e-05
"img_0032.png";31;1.401e-03;1.242e-04;5.433e-05
"img_0033.png";32;1.523e-03;-9.192e-05;7.640e-05
"img_0034.png";33;1.724e-03;-6.455e-05;1.541e-04
"img_0035.png";34;1.785e-03;-2.451e-04;1.109e-04
"img_0036.png";35;1.706e-03;-3.769e-04;3.855e-05
"img_0037.png";36;1.662e-03;-4.362e-04;-9.851e-05
"img_0038.png";37;1.622e-03;-2.780e-04;-3.695e-05
"img_0039.png";38;1.787e-03;-1.052e-04;3.878e-05
"img_0040.png";39;2.035e-03;1.030e-05;1.779e-04
"img_0041.png";40;2.107e-03;1.192e-04;8.688e-05
"img_0042.png";41;1.750e-03;3.881e-06;-1.480e-04
"img_0043.png";42;1.547e-03;-4.031e-05;-9.681e-05
"img_0044.png";43;1.901e-03;-2.711e-05;1.273e-04
"img_0045.png";44;2.086e-03;-4.354e-05;4.349e-04
"img_0046.png";45;1.457e-03;1.078e-04;-2.850e-07
"img_0047.png";46;1.340e-03;-4.225e-05;-1.490e-04
"img_0048.png";47;1.679e-03;-9.345e-05;1.513e-04
"img_0049.png";48;1.994e-03;-2.457e-05;4.916e-04
"img_0050.png";49;1.601e-03;-4.428e-05;3.005e-04
"img_0051.png";50;1.444e-03;2.712e-05;9.313e-05
"img_0052.png";51;1.591e-03;-7.090e-05;1.179e-05
"img_0053.png";52;1.636e-03;-1.494e-04;2.274e-04
"img_0054.png";53;1.560e-03;-5.939e-06;2.223e-04
"img_0055.png";54;1.470e-03;-1.311e-04;1.368e-04
"img_0056.png";55;1.480e-03;4.646e-05;1.827e-04
"img_0057.png";56;1.385e-03;1.233e-04;-3.948e-06
"img_0058.png";57;1.261e-03;1.907e-04;-3.578e-04
"img_0059.png";58;1.483e-03;-2.533e-04;-2.794e-04
"img_0060.png";59;1.169e-03;-2.482e-04;3.337e-04
"img_0061.png";60;1.034e-03;-1.373e-04;5.386e-04
"img_0062.png";61;8.757e-04;-4.419e-04;3.361e-04
"img_0063.png";62;1.325e-03;-5.228e-04;5.081e-04
"img_0064.png";63;1.513e-03;-1.843e-04;8.513e-04
"img_0065.png";64;1.137e-03;-2.434e-05;3.853e-04
"img_0066.png";65;1.056e-03;-2.799e-04;3.083e-05
"img_0067.png";66;1.104e-03;-5.220e-04;4.752e-05
"img_0068.png";67;1.288e-03;-4.262e-04;4.793e-04
"img_0069.png";68;1.041e-03;-3.772e-04;1.888e-04
"img_0070.png";69;1.011e-03;-1.198e-04;-3.058e-05
"img_0071.png";70;1.437e-03;-2.308e-04;2.329e-04
"img_0072.png";71;1.384e-03;-7.415e-04;4.316e-04
"img_0073.png";72;1.433e-03;-7.647e-04;3.134e-04
"img_0074.png";73;1.752e-03;-7.530e-04;4.051e-04
"img_0075.png";74;2.351e-03;-8.565e-04;6.683e-04
"img_0076.png";75;3.653e-03;-1.026e-03;9.480e-04
"img_0077.png";76;5.301e-03;-1.969e-03;5.007e-04
"img_0078.png";77;7.106e-03;-2.890e-03;4.436e-04
"img_0079.png";78;9.117e-03;-3.785e-03;6.520e-04
"img_0080.png";79;1.194e-02;-4.857e-03;7.077e-04
"img_0081.png";80;1.383e-02;-5.739e-03;5.544e-04
"img_0082.png";81;1.557e-02;-6.469e-03;6.889e-04
"img_0083.png";82;1.786e-02;-7.093e-03;8.771e-04
"img_0084.png";83;2.042e-02;-8.142e-03;1.138e-03
"img_0085.png";84;2.250e-02;-9.001e-03;1.123e-03
"img_0086.png";85;2.412e-02;-9.816e-03;1.201e-03
"img_0087.png";86;2.591e-02;-1.047e-02;1.315e-03
"img_0088.png";87;2.789e-02;-1.130e-02;1.388e-03
"img_0089.png";88;3.009e-02;-1.217e-02;1.372e-03
"img_0090.png";89;3.173e-02;-1.278e-02;1.314e-03
"img_0091.png";90;3.319e-02;-1.340e-02;1.336e-03
"img_0092.png";91;3.477e-02;-1.397e-02;1.455e-03
"img_0093.png";92;3.646e-02;-1.470e-02;1.621e-03
"img_0094.png";93;3.836e-02;-1.534e-02;1.563e-03
"img_0095.png";94;4.007e-02;-1.598e-02;1.493e-03
"img_0096.png";95;4.137e-02;-1.664e-02;1.521e-03
"img_0097.png";96;4.292e-02;-1.711e-02;1.553e-03
"img_0098.png";97;4.445e-02;-1.774e-02;1.453e-03
"img_0099.png";98;4.574e-02;-1.808e-02;1.484e-03
