Result file;00-01.res
Reference image;img_0001.png
Strain gage;8
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
590.500000;985.500000;90.000000;107.000000;53.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
"img_0002.png";1;-4.938e-05;-1.482e-04;-1.715e-05
"img_0003.png";2;8.476e-05;-2.428e-05;-1.669e-06
"img_0004.png";3;3.141e-05;-1.191e-04;1.179e-04
"img_0005.png";4;9.442e-05;1.595e-04;1.460e-04
"img_0006.png";5;1.271e-04;2.526e-04;3.057e-04
"img_0007.png";6;1.287e-04;8.596e-06;2.946e-04
"img_0008.png";7;2.176e-04;2.699e-04;8.900e-05
"img_0009.png";8;2.204e-04;1.491e-04;-3.607e-05
"img_0010.png";9;3.462e-04;2.411e-05;-4.393e-05
"img_0011.png";10;5.426e-04;-4.262e-06;1.213e-04
"img_0012.png";11;6.097e-04;1.066e-04;2.762e-04
"img_0013.png";12;5.376e-04;3.700e-04;1.891e-04
"img_0014.png";13;2.785e-04;3.573e-04;1.330e-04
"img_0015.png";14;3.485e-04;1.881e-04;2.361e-05
"img_0016.png";15;4.395e-04;4.607e-05;-8.414e-06
"img_0017.png";16;7.187e-04;-2.600e-04;4.901e-05
"img_0018.png";17;1.052e-03;-2.534e-04;8.672e-05
"img_0019.png";18;8.916e-04;-2.363e-04;2.085e-04
"img_0020.png";19;6.305e-04;-1.308e-04;1.258e-04
"img_0021.png";20;6.184e-04;-7.359e-06;1.392e-04
"img_0022.png";21;6.110e-04;7.268e-05;1.297e-04
"img_0023.png";22;7.670e-04;-7.831e-05;-9.044e-05
"img_0024.png";23;8.526e-04;-2.582e-04;6.452e-05
"img_0025.png";24;9.269e-04;-3.055e-04;5.288e-05
"img_0026.png";25;8.546e-04;-3.773e-04;8.014e-05
"img_0027.png";26;8.309e-04;-2.319e-04;1.726e-04
"img_0028.png";27;6.674e-04;-1.126e-04;2.022e-04
"img_0029.png";28;7.382e-04;6.806e-05;9.365e-05
"img_0030.png";29;8.679e-04;-1.660e-04;9.670e-05
