Result file;00-01.res
Reference image;img_0001.png
Strain gage;6
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
589.500000;1121.500000;90.000000;93.000000;51.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
"img_0002.png";1;1.107e-04;-3.461e-05;-2.182e-05
"img_0003.png";2;7.156e-05;2.885e-04;-9.692e-06
"img_0004.png";3;2.364e-05;3.081e-04;1.038e-05
"img_0005.png";4;1.235e-05;1.557e-04;-3.561e-05
"img_0006.png";5;2.323e-04;2.522e-04;2.532e-04
"img_0007.png";6;4.365e-04;-1.944e-06;3.895e-04
"img_0008.png";7;4.493e-04;5.552e-04;1.678e-04
"img_0009.png";8;4.244e-04;3.660e-04;2.033e-06
"img_0010.png";9;4.139e-04;1.939e-04;5.287e-05
"img_0011.png";10;4.206e-04;1.147e-04;1.484e-04
"img_0012.png";11;6.456e-04;4.157e-04;1.700e-04
"img_0013.png";12;8.102e-04;5.341e-04;1.007e-04
"img_0014.png";13;6.976e-04;3.170e-04;2.471e-04
"img_0015.png";14;5.919e-04;3.212e-04;1.311e-04
"img_0016.png";15;5.210e-04;2.757e-04;1.420e-04
"img_0017.png";16;6.191e-04;5.589e-05;3.062e-04
"img_0018.png";17;8.172e-04;8.962e-05;2.050e-04
"img_0019.png";18;1.010e-03;2.757e-04;2.692e-04
"img_0020.png";19;1.009e-03;-1.339e-04;-1.477e-04
"img_0021.png";20;9.417e-04;4.133e-05;-3.833e-05
"img_0022.png";21;9.583e-04;5.844e-05;1.836e-04
"img_0023.png";22;9.214e-04;1.392e-04;7.241e-05
"img_0024.png";23;9.217e-04;2.049e-05;1.868e-04
"img_0025.png";24;1.048e-03;1.387e-04;1.577e-04
"img_0026.png";25;1.078e-03;-2.490e-05;1.372e-04
"img_0027.png";26;1.051e-03;-5.580e-05;1.377e-04
"img_0028.png";27;9.017e-04;-1.273e-04;1.245e-04
"img_0029.png";28;9.880e-04;-1.258e-04;2.236e-05
"img_0030.png";29;1.123e-03;-3.260e-04;3.932e-05
"img_0031.png";30;1.361e-03;-2.316e-04;3.047e-04
"img_0032.png";31;1.605e-03;-2.300e-04;3.429e-04
"img_0033.png";32;1.704e-03;-6.062e-05;2.534e-04
"img_0034.png";33;1.707e-03;1.651e-04;6.249e-05
"img_0035.png";34;1.481e-03;-8.191e-05;-1.351e-04
"img_0036.png";35;1.294e-03;-1.462e-04;-2.275e-04
"img_0037.png";36;1.190e-03;-5.265e-04;-2.628e-04
"img_0038.png";37;1.251e-03;-5.276e-04;-8.017e-05
"img_0039.png";38;1.554e-03;-2.424e-04;3.078e-04
"img_0040.png";39;1.901e-03;6.090e-07;3.532e-04
"img_0041.png";40;1.544e-03;-2.464e-04;2.326e-04
"img_0042.png";41;1.376e-03;-3.480e-04;9.399e-05
"img_0043.png";42;1.496e-03;-3.301e-04;1.382e-04
"img_0044.png";43;1.932e-03;-3.072e-04;2.939e-04
"img_0045.png";44;1.841e-03;-1.764e-05;2.254e-04
"img_0046.png";45;1.538e-03;-1.035e-04;1.605e-04
"img_0047.png";46;1.539e-03;-5.236e-05;1.636e-04
"img_0048.png";47;1.968e-03;-2.190e-04;4.490e-04
"img_0049.png";48;1.567e-03;-1.004e-04;7.426e-05
"img_0050.png";49;1.423e-03;-4.817e-05;4.284e-05
"img_0051.png";50;1.641e-03;-9.122e-05;1.703e-04
"img_0052.png";51;1.888e-03;-1.949e-04;4.591e-04
"img_0053.png";52;1.696e-03;-1.744e-04;1.872e-04
"img_0054.png";53;1.500e-03;-1.521e-04;1.995e-05
"img_0055.png";54;1.594e-03;8.300e-05;2.532e-04
"img_0056.png";55;2.098e-03;-2.819e-06;3.062e-04
"img_0057.png";56;1.556e-03;-6.661e-05;1.059e-04
"img_0058.png";57;1.356e-03;1.032e-05;6.355e-05
"img_0059.png";58;1.682e-03;-2.398e-05;9.565e-05
"img_0060.png";59;2.079e-03;-2.140e-04;1.492e-04
"img_0061.png";60;1.690e-03;-1.836e-04;-1.205e-04
"img_0062.png";61;1.553e-03;-1.253e-04;-2.606e-04
"img_0063.png";62;1.623e-03;1.590e-05;3.123e-05
"img_0064.png";63;1.961e-03;-3.482e-04;1.256e-04
"img_0065.png";64;1.676e-03;-2.936e-04;-4.299e-04
"img_0066.png";65;1.656e-03;4.508e-06;-6.398e-04
"img_0067.png";66;1.848e-03;4.248e-04;-1.692e-04
"img_0068.png";67;2.192e-03;2.518e-04;1.454e-04
"img_0069.png";68;1.756e-03;-1.670e-05;-1.822e-04
"img_0070.png";69;1.465e-03;-4.711e-04;-4.814e-04
"img_0071.png";70;1.786e-03;-4.297e-05;-1.458e-04
"img_0072.png";71;2.171e-03;2.099e-04;5.972e-05
"img_0073.png";72;1.682e-03;2.934e-04;-4.347e-04
"img_0074.png";73;1.497e-03;1.094e-04;-5.080e-04
"img_0075.png";74;1.523e-03;-2.112e-04;-2.932e-04
"img_0076.png";75;2.158e-03;-1.044e-04;-4.229e-05
"img_0077.png";76;1.855e-03;1.814e-04;-3.968e-04
"img_0078.png";77;1.599e-03;2.389e-04;-3.926e-04
"img_0079.png";78;1.677e-03;1.150e-04;-1.494e-04
"img_0080.png";79;1.915e-03;-1.701e-04;1.280e-04
"img_0081.png";80;1.570e-03;1.944e-06;-8.914e-05
"img_0082.png";81;1.530e-03;3.112e-04;-1.499e-04
"img_0083.png";82;1.710e-03;5.292e-05;9.553e-06
"img_0084.png";83;2.023e-03;-9.614e-06;4.558e-04
"img_0085.png";84;1.894e-03;-9.048e-05;2.196e-04
"img_0086.png";85;1.404e-03;-2.746e-04;8.538e-05
"img_0087.png";86;1.489e-03;-4.388e-05;2.347e-05
"img_0088.png";87;1.718e-03;-5.668e-06;3.044e-04
"img_0089.png";88;2.105e-03;2.913e-05;7.456e-04
"img_0090.png";89;1.953e-03;-1.798e-04;3.940e-04
"img_0091.png";90;1.462e-03;-1.105e-04;-1.608e-04
"img_0092.png";91;1.313e-03;-4.553e-05;-5.296e-04
"img_0093.png";92;1.548e-03;-9.177e-05;-3.538e-04
"img_0094.png";93;2.004e-03;-1.750e-04;1.510e-04
"img_0095.png";94;2.028e-03;-3.593e-04;2.324e-04
"img_0096.png";95;1.526e-03;-3.311e-04;-3.650e-04
"img_0097.png";96;1.311e-03;8.539e-05;-7.494e-04
"img_0098.png";97;1.561e-03;-3.161e-05;-8.053e-05
"img_0099.png";98;2.079e-03;1.393e-05;2.936e-04
"img_0100.png";99;1.945e-03;-2.960e-04;-2.353e-04
"img_0101.png";100;1.566e-03;-8.092e-04;-4.821e-04
"img_0102.png";101;1.479e-03;-2.894e-04;-4.896e-04
"img_0103.png";102;1.598e-03;6.356e-05;-1.569e-04
"img_0104.png";103;1.750e-03;-1.004e-04;1.616e-04
