Result file;00-01.res
Reference image;img_0001.png
Strain gage;4
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
583.500000;1341.500000;90.000000;83.000000;55.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
"img_0002.png";1;1.589e-04;-2.468e-04;-2.176e-05
"img_0003.png";2;4.941e-04;-1.638e-04;5.642e-05
"img_0004.png";3;5.649e-04;9.728e-05;1.287e-04
"img_0005.png";4;8.176e-04;2.083e-04;4.413e-05
"img_0006.png";5;8.444e-04;2.160e-04;1.116e-04
"img_0007.png";6;7.736e-04;1.412e-04;3.034e-04
"img_0008.png";7;6.316e-04;5.268e-04;7.525e-05
"img_0009.png";8;6.027e-04;1.681e-04;1.042e-05
"img_0010.png";9;8.441e-04;9.825e-05;7.285e-05
"img_0011.png";10;1.065e-03;1.331e-05;9.187e-05
"img_0012.png";11;1.310e-03;2.108e-04;1.477e-04
"img_0013.png";12;1.459e-03;3.893e-04;8.685e-05
"img_0014.png";13;1.082e-03;1.964e-04;1.646e-04
"img_0015.png";14;7.609e-04;2.106e-04;-1.924e-06
"img_0016.png";15;7.686e-04;2.105e-04;-3.503e-05
"img_0017.png";16;1.044e-03;6.056e-05;3.417e-05
"img_0018.png";17;1.330e-03;2.153e-04;1.275e-04
"img_0019.png";18;1.534e-03;2.248e-04;2.433e-04
"img_0020.png";19;1.605e-03;-8.005e-05;5.239e-05
"img_0021.png";20;1.621e-03;1.219e-04;1.962e-04
"img_0022.png";21;1.217e-03;1.838e-04;2.683e-04
"img_0023.png";22;1.170e-03;1.339e-04;5.067e-05
"img_0024.png";23;1.074e-03;5.500e-05;7.742e-05
"img_0025.png";24;1.443e-03;1.202e-04;9.558e-05
"img_0026.png";25;1.845e-03;3.524e-05;7.231e-05
"img_0027.png";26;2.221e-03;5.336e-05;2.292e-04
"img_0028.png";27;2.118e-03;2.441e-04;2.846e-04
"img_0029.png";28;1.550e-03;3.869e-04;1.371e-04
"img_0030.png";29;1.319e-03;1.463e-04;5.949e-05
"img_0031.png";30;1.278e-03;1.678e-04;1.591e-04
"img_0032.png";31;1.553e-03;1.533e-04;2.453e-04
"img_0033.png";32;1.935e-03;2.603e-04;2.540e-04
"img_0034.png";33;2.073e-03;1.531e-04;3.346e-04
"img_0035.png";34;2.301e-03;-7.638e-05;2.270e-04
