Result file;90-03.res
Reference image;img_0001.png
Strain gage;1
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
530.500000;1337.000000;90.000000;134.000000;69.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
img_0002.png;1;1.335e-04;1.791e-05;9.317e-06
img_0003.png;2;3.145e-04;-1.371e-05;4.396e-05
img_0004.png;3;3.458e-04;-8.470e-05;2.611e-05
img_0005.png;4;5.979e-04;7.208e-06;3.320e-05
img_0006.png;5;9.677e-04;3.611e-04;1.003e-04
img_0007.png;6;1.072e-03;5.200e-04;1.294e-04
img_0008.png;7;1.160e-03;6.121e-04;1.858e-04
img_0009.png;8;1.369e-03;6.295e-04;1.413e-04
img_0010.png;9;1.722e-03;6.557e-04;1.619e-04
img_0011.png;10;1.909e-03;6.494e-04;1.351e-04
img_0012.png;11;1.711e-03;5.573e-04;1.288e-04
img_0013.png;12;1.509e-03;4.695e-04;8.298e-05
img_0014.png;13;1.620e-03;5.015e-04;1.489e-04
img_0015.png;14;1.651e-03;5.440e-04;1.314e-04
img_0016.png;15;1.982e-03;5.660e-04;1.516e-04
img_0017.png;16;2.265e-03;6.064e-04;1.840e-04
img_0018.png;17;2.201e-03;6.927e-04;2.421e-04
img_0019.png;18;1.836e-03;6.626e-04;2.477e-04
img_0020.png;19;1.672e-03;7.690e-04;2.122e-04
img_0021.png;20;1.713e-03;6.269e-04;1.734e-04
img_0022.png;21;2.100e-03;5.800e-04;9.373e-05
img_0023.png;22;2.612e-03;4.010e-04;6.395e-05
img_0024.png;23;2.521e-03;4.337e-04;1.067e-04
img_0025.png;24;2.226e-03;5.222e-04;2.203e-04
img_0026.png;25;1.983e-03;5.494e-04;2.417e-04
img_0027.png;26;2.170e-03;5.630e-04;2.970e-04
img_0028.png;27;2.411e-03;7.007e-04;2.864e-04
img_0029.png;28;2.612e-03;6.978e-04;2.034e-04
img_0030.png;29;2.899e-03;6.534e-04;1.581e-04
img_0031.png;30;2.722e-03;4.841e-04;2.194e-04
img_0032.png;31;2.456e-03;4.527e-04;2.404e-04
img_0033.png;32;2.387e-03;5.701e-04;1.461e-04
img_0034.png;33;2.740e-03;6.943e-04;2.051e-04
img_0035.png;34;3.105e-03;5.128e-04;5.553e-04
img_0036.png;35;3.000e-03;6.024e-04;4.468e-04
img_0037.png;36;2.698e-03;4.445e-04;1.126e-04
img_0038.png;37;2.607e-03;5.040e-04;-1.020e-04
img_0039.png;38;2.858e-03;5.904e-04;1.037e-04
img_0040.png;39;3.263e-03;4.330e-04;4.710e-04
img_0041.png;40;3.013e-03;3.602e-04;2.459e-04
img_0042.png;41;2.721e-03;2.663e-04;-4.237e-05
img_0043.png;42;2.617e-03;2.160e-04;1.430e-05
img_0044.png;43;3.050e-03;1.487e-04;4.135e-04
img_0045.png;44;3.246e-03;-3.216e-05;4.344e-04
img_0046.png;45;2.768e-03;-1.089e-04;8.774e-05
img_0047.png;46;2.721e-03;-1.420e-04;-1.591e-05
img_0048.png;47;2.753e-03;-1.865e-04;-8.640e-06
img_0049.png;48;2.961e-03;-1.630e-04;3.088e-04
img_0050.png;49;2.956e-03;-2.284e-04;3.800e-04
img_0051.png;50;2.680e-03;-3.069e-04;2.353e-04
img_0052.png;51;2.489e-03;-3.169e-04;4.222e-05
img_0053.png;52;2.494e-03;-4.482e-04;-1.193e-05
img_0054.png;53;2.747e-03;-3.834e-04;1.840e-04
img_0055.png;54;2.987e-03;-2.224e-04;4.104e-04
img_0056.png;55;2.881e-03;-2.311e-04;3.428e-04
img_0057.png;56;2.659e-03;-2.639e-04;1.484e-04
img_0058.png;57;2.533e-03;-2.280e-04;1.069e-04
img_0059.png;58;2.562e-03;-3.115e-04;2.055e-04
img_0060.png;59;3.140e-03;-2.286e-04;5.798e-04
img_0061.png;60;3.001e-03;-1.393e-04;4.980e-04
img_0062.png;61;2.502e-03;-1.491e-04;3.114e-05
img_0063.png;62;2.454e-03;-1.526e-04;1.246e-04
img_0064.png;63;2.851e-03;-4.020e-04;4.680e-04
img_0065.png;64;3.072e-03;-2.145e-04;4.514e-04
img_0066.png;65;2.562e-03;-4.432e-04;1.405e-04
img_0067.png;66;2.405e-03;-4.947e-04;-1.569e-04
img_0068.png;67;2.792e-03;-4.831e-04;1.071e-04
img_0069.png;68;2.907e-03;-4.383e-04;2.503e-04
img_0070.png;69;2.606e-03;-5.125e-04;5.624e-06
img_0071.png;70;2.470e-03;-5.452e-04;-6.466e-05
img_0072.png;71;2.653e-03;-5.814e-04;-5.354e-06
img_0073.png;72;3.056e-03;-5.880e-04;2.011e-04
img_0074.png;73;2.819e-03;-5.207e-04;5.590e-05
img_0075.png;74;2.380e-03;-6.038e-04;-7.206e-05
img_0076.png;75;2.598e-03;-7.828e-04;-3.324e-05
img_0077.png;76;2.968e-03;-7.509e-04;1.336e-04
img_0078.png;77;2.627e-03;-8.020e-04;1.879e-04
img_0079.png;78;2.227e-03;-8.331e-04;4.326e-05
img_0080.png;79;2.165e-03;-1.019e-03;8.073e-05
img_0081.png;80;2.625e-03;-1.097e-03;2.715e-04
img_0082.png;81;2.672e-03;-1.112e-03;3.152e-04
img_0083.png;82;2.238e-03;-1.094e-03;2.731e-04
img_0084.png;83;2.102e-03;-1.030e-03;1.313e-04
img_0085.png;84;2.632e-03;-1.314e-03;4.506e-05
img_0086.png;85;3.703e-03;-1.627e-03;3.942e-05
img_0087.png;86;4.596e-03;-1.694e-03;-2.293e-04
img_0088.png;87;5.440e-03;-2.020e-03;-4.521e-04
img_0089.png;88;6.809e-03;-2.130e-03;-4.279e-04
img_0090.png;89;8.727e-03;-2.221e-03;-4.811e-04
img_0091.png;90;1.079e-02;-2.438e-03;-5.510e-04
img_0092.png;91;1.272e-02;-2.902e-03;-6.923e-04
img_0093.png;92;1.394e-02;-3.239e-03;-7.486e-04
img_0094.png;93;1.559e-02;-3.911e-03;-8.706e-04
img_0095.png;94;1.726e-02;-4.511e-03;-1.085e-03
img_0096.png;95;1.856e-02;-5.321e-03;-1.233e-03
img_0097.png;96;1.978e-02;-5.879e-03;-1.453e-03
img_0098.png;97;2.127e-02;-6.416e-03;-1.539e-03
img_0099.png;98;2.292e-02;-6.819e-03;-1.641e-03
img_0100.png;99;2.422e-02;-7.241e-03;-1.657e-03
img_0101.png;100;2.532e-02;-7.808e-03;-1.909e-03
img_0102.png;101;2.696e-02;-8.530e-03;-2.095e-03
img_0103.png;102;2.865e-02;-8.858e-03;-2.263e-03
img_0104.png;103;3.020e-02;-9.249e-03;-2.241e-03
img_0105.png;104;3.137e-02;-9.726e-03;-2.353e-03
