Result file;45-01.res
Reference image;img_0001.png
Strain gage;1
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
520.500000;967.000000;90.000000;92.000000;73.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
img_0002.png;1;1.205e-04;1.364e-04;-2.421e-05
img_0003.png;2;1.714e-04;4.673e-05;1.323e-05
img_0004.png;3;2.309e-04;1.864e-04;9.994e-06
img_0005.png;4;2.862e-04;1.363e-04;-1.644e-05
img_0006.png;5;3.274e-04;2.416e-05;2.520e-05
img_0007.png;6;3.479e-04;1.794e-05;5.809e-05
img_0008.png;7;5.231e-04;3.729e-05;1.120e-04
img_0009.png;8;4.780e-04;-5.757e-05;2.964e-05
img_0010.png;9;4.160e-04;-7.669e-05;1.665e-05
img_0011.png;10;4.562e-04;-6.665e-05;9.559e-05
img_0012.png;11;4.793e-04;-1.635e-04;8.649e-05
img_0013.png;12;5.852e-04;-2.372e-05;1.113e-04
img_0014.png;13;6.668e-04;-1.154e-05;9.039e-05
img_0015.png;14;8.021e-04;1.321e-05;1.259e-04
img_0016.png;15;8.862e-04;-7.712e-06;9.462e-05
img_0017.png;16;7.114e-04;-5.809e-05;5.529e-05
img_0018.png;17;6.336e-04;-1.504e-04;-2.446e-05
img_0019.png;18;6.674e-04;-2.754e-04;-1.871e-05
img_0020.png;19;7.873e-04;-3.612e-04;4.293e-07
img_0021.png;20;1.001e-03;-3.830e-04;1.701e-04
img_0022.png;21;1.158e-03;-3.410e-04;2.127e-04
img_0023.png;22;1.039e-03;-3.533e-04;9.734e-05
img_0024.png;23;8.855e-04;-3.874e-04;-7.436e-06
img_0025.png;24;8.737e-04;-3.484e-04;-7.841e-05
img_0026.png;25;9.194e-04;-2.492e-04;-8.422e-05
img_0027.png;26;1.037e-03;-2.072e-04;-1.578e-04
img_0028.png;27;1.299e-03;-2.915e-04;-3.423e-05
img_0029.png;28;1.255e-03;-3.187e-04;2.348e-05
img_0030.png;29;1.115e-03;-2.695e-04;-5.418e-05
img_0031.png;30;9.662e-04;-3.424e-04;-5.781e-05
img_0032.png;31;1.050e-03;-4.181e-04;1.287e-04
img_0033.png;32;1.237e-03;-3.816e-04;4.599e-04
img_0034.png;33;1.156e-03;-3.149e-04;2.198e-04
img_0035.png;34;9.946e-04;-3.099e-04;4.822e-05
img_0036.png;35;1.211e-03;-2.638e-04;8.568e-05
img_0037.png;36;1.375e-03;-3.725e-04;3.169e-04
img_0038.png;37;1.083e-03;-3.619e-04;-1.464e-05
img_0039.png;38;1.058e-03;-2.887e-04;-3.902e-05
img_0040.png;39;1.418e-03;-2.142e-04;1.919e-04
img_0041.png;40;1.366e-03;-2.278e-04;1.100e-04
img_0042.png;41;1.086e-03;-3.615e-04;-1.102e-04
img_0043.png;42;1.081e-03;-3.517e-04;-6.966e-05
img_0044.png;43;1.470e-03;-2.401e-04;2.077e-04
img_0045.png;44;1.204e-03;-2.410e-04;-2.163e-04
img_0046.png;45;1.070e-03;-3.687e-04;-2.940e-04
img_0047.png;46;1.335e-03;-3.442e-04;-2.350e-05
img_0048.png;47;1.290e-03;-3.666e-04;-1.117e-04
img_0049.png;48;1.000e-03;-3.461e-04;-4.312e-04
img_0050.png;49;1.296e-03;-1.941e-04;-3.072e-04
img_0051.png;50;1.391e-03;-2.404e-04;-2.515e-04
img_0052.png;51;1.120e-03;-2.628e-04;-5.575e-04
img_0053.png;52;1.038e-03;-3.469e-04;-5.494e-04
img_0054.png;53;1.254e-03;-9.511e-05;-2.553e-04
img_0055.png;54;1.197e-03;-1.337e-04;-5.413e-04
img_0056.png;55;1.064e-03;-1.707e-04;-8.080e-04
img_0057.png;56;1.220e-03;-3.716e-04;-3.910e-04
img_0058.png;57;1.320e-03;-2.667e-04;-4.164e-04
img_0059.png;58;1.047e-03;-1.708e-04;-6.895e-04
img_0060.png;59;1.182e-03;-1.843e-04;-6.543e-04
img_0061.png;60;1.288e-03;-3.387e-04;-2.332e-04
img_0062.png;61;9.665e-04;-3.811e-04;-4.616e-04
img_0063.png;62;1.035e-03;-2.100e-04;-4.664e-04
img_0064.png;63;1.336e-03;-2.882e-04;-1.201e-04
img_0065.png;64;1.151e-03;-3.255e-04;-2.901e-04
img_0066.png;65;1.002e-03;-2.249e-04;-3.519e-04
img_0067.png;66;1.203e-03;-1.518e-04;-2.544e-04
img_0068.png;67;1.299e-03;-2.528e-04;-1.075e-04
img_0069.png;68;9.553e-04;-3.258e-04;-3.004e-04
img_0070.png;69;1.100e-03;-2.117e-04;-2.432e-04
img_0071.png;70;1.399e-03;-1.752e-04;-9.682e-05
img_0072.png;71;1.177e-03;-2.669e-04;-2.452e-04
img_0073.png;72;9.810e-04;-2.537e-04;-4.007e-04
img_0074.png;73;1.178e-03;-1.516e-04;-2.587e-04
img_0075.png;74;1.411e-03;-8.434e-05;-2.461e-04
img_0076.png;75;1.055e-03;-3.098e-04;-4.565e-04
img_0077.png;76;9.065e-04;-3.433e-04;-5.349e-04
img_0078.png;77;1.389e-03;-1.394e-04;-5.319e-04
img_0079.png;78;1.246e-03;-2.141e-04;-6.122e-04
img_0080.png;79;9.215e-04;-4.272e-04;-6.300e-04
img_0081.png;80;1.166e-03;-3.844e-04;-5.025e-04
img_0082.png;81;1.164e-03;-4.002e-04;-5.749e-04
img_0083.png;82;1.042e-03;-4.333e-04;-6.465e-04
img_0084.png;83;1.094e-03;-4.595e-04;-4.184e-04
img_0085.png;84;1.381e-03;-3.081e-04;-2.969e-04
img_0086.png;85;9.851e-04;-2.880e-04;-6.976e-04
img_0087.png;86;1.056e-03;-3.183e-04;-8.236e-04
img_0088.png;87;1.282e-03;-3.919e-04;-5.488e-04
img_0089.png;88;1.085e-03;-4.119e-04;-6.306e-04
img_0090.png;89;1.015e-03;-3.646e-04;-7.397e-04
img_0091.png;90;1.020e-03;-2.612e-04;-6.227e-04
img_0092.png;91;1.294e-03;-1.860e-04;-4.144e-04
img_0093.png;92;1.140e-03;-1.941e-04;-5.983e-04
img_0094.png;93;1.063e-03;-3.550e-04;-5.300e-04
img_0095.png;94;1.322e-03;-3.201e-04;-2.642e-04
img_0096.png;95;1.070e-03;-3.049e-04;-4.959e-04
img_0097.png;96;1.060e-03;-1.438e-04;-5.813e-04
img_0098.png;97;1.218e-03;-2.389e-04;-4.295e-04
img_0099.png;98;1.410e-03;-3.887e-04;-2.152e-04
img_0100.png;99;9.834e-04;-3.876e-04;-4.614e-04
img_0101.png;100;1.039e-03;-2.820e-04;-4.077e-04
img_0102.png;101;1.439e-03;-2.285e-04;-2.390e-04
img_0103.png;102;1.220e-03;-3.654e-04;-3.737e-04
img_0104.png;103;1.070e-03;-3.390e-04;-5.153e-04
img_0105.png;104;1.264e-03;-2.407e-04;-3.163e-04
img_0106.png;105;1.446e-03;-1.812e-04;-2.529e-04
img_0107.png;106;1.202e-03;-2.959e-04;-4.899e-04
img_0108.png;107;1.107e-03;-4.166e-04;-4.462e-04
img_0109.png;108;1.462e-03;-3.368e-04;-2.007e-04
img_0110.png;109;1.151e-03;-2.323e-04;-3.728e-04
img_0111.png;110;1.127e-03;-1.648e-04;-5.565e-04
img_0112.png;111;1.355e-03;-3.499e-04;-2.601e-04
img_0113.png;112;1.341e-03;-3.343e-04;-2.540e-04
img_0114.png;113;1.114e-03;-2.870e-04;-4.503e-04
img_0115.png;114;1.269e-03;-1.947e-04;-3.593e-04
img_0116.png;115;1.579e-03;-3.365e-04;-1.827e-04
img_0117.png;116;1.230e-03;-4.597e-04;-3.665e-04
img_0118.png;117;1.173e-03;-3.702e-04;-4.274e-04
img_0119.png;118;1.476e-03;-2.355e-04;-1.518e-04
img_0120.png;119;1.405e-03;-2.450e-04;-3.483e-04
img_0121.png;120;1.211e-03;-4.023e-04;-4.464e-04
img_0122.png;121;1.443e-03;-5.638e-04;-3.597e-04
img_0123.png;122;1.995e-03;-5.801e-04;-1.278e-04
img_0124.png;123;2.150e-03;-8.326e-04;-4.094e-04
img_0125.png;124;3.112e-03;-1.336e-03;-3.143e-04
img_0126.png;125;4.653e-03;-1.843e-03;-5.342e-05
img_0127.png;126;5.571e-03;-2.189e-03;-1.300e-04
img_0128.png;127;6.316e-03;-2.622e-03;-3.131e-04
img_0129.png;128;7.295e-03;-3.057e-03;-4.413e-04
img_0130.png;129;8.715e-03;-3.519e-03;-5.688e-04
img_0131.png;130;9.774e-03;-4.026e-03;-6.865e-04
img_0132.png;131;1.132e-02;-4.476e-03;-7.969e-04
img_0133.png;132;1.360e-02;-5.133e-03;-9.069e-04
img_0134.png;133;1.560e-02;-5.773e-03;-8.591e-04
img_0135.png;134;1.744e-02;-6.248e-03;-8.607e-04
img_0136.png;135;1.970e-02;-6.943e-03;-8.578e-04
img_0137.png;136;2.218e-02;-7.684e-03;-8.629e-04
img_0138.png;137;2.410e-02;-8.648e-03;-9.062e-04
img_0139.png;138;2.621e-02;-9.539e-03;-8.238e-04
img_0140.png;139;2.868e-02;-1.035e-02;-8.118e-04
img_0141.png;140;3.067e-02;-1.101e-02;-7.693e-04
img_0142.png;141;3.259e-02;-1.174e-02;-7.221e-04
img_0143.png;142;3.479e-02;-1.255e-02;-7.858e-04
img_0144.png;143;3.707e-02;-1.331e-02;-8.176e-04
img_0145.png;144;3.891e-02;-1.388e-02;-7.845e-04
img_0146.png;145;4.076e-02;-1.446e-02;-7.563e-04
img_0147.png;146;4.271e-02;-1.515e-02;-7.131e-04
img_0148.png;147;4.470e-02;-1.570e-02;-7.207e-04
img_0149.png;148;4.637e-02;-1.619e-02;-7.626e-04
img_0150.png;149;4.768e-02;-1.671e-02;-7.296e-04
img_0151.png;150;4.936e-02;-1.716e-02;-7.590e-04
img_0152.png;151;5.101e-02;-1.761e-02;-8.142e-04
img_0153.png;152;5.220e-02;-1.803e-02;-9.155e-04
img_0154.png;153;5.324e-02;-1.851e-02;-9.189e-04
img_0155.png;154;5.434e-02;-1.897e-02;-9.529e-04
img_0156.png;155;5.519e-02;-1.911e-02;-9.518e-04
img_0157.png;156;5.606e-02;-1.952e-02;-9.993e-04
img_0158.png;157;5.682e-02;-1.980e-02;-1.044e-03
img_0159.png;158;5.737e-02;-1.998e-02;-1.092e-03
img_0160.png;159;5.763e-02;-2.017e-02;-1.090e-03
img_0161.png;160;5.785e-02;-2.021e-02;-1.073e-03
img_0162.png;161;5.798e-02;-2.035e-02;-1.058e-03
img_0163.png;162;5.817e-02;-2.034e-02;-1.026e-03
img_0164.png;163;5.824e-02;-2.035e-02;-1.039e-03
img_0165.png;164;5.842e-02;-2.058e-02;-1.080e-03
img_0166.png;165;5.860e-02;-2.077e-02;-1.100e-03
img_0167.png;166;5.878e-02;-2.082e-02;-1.101e-03
img_0168.png;167;5.892e-02;-2.097e-02;-1.126e-03
img_0169.png;168;5.908e-02;-2.115e-02;-1.121e-03
img_0170.png;169;5.915e-02;-2.111e-02;-1.102e-03
img_0171.png;170;5.920e-02;-2.129e-02;-1.178e-03
img_0172.png;171;5.926e-02;-2.128e-02;-1.109e-03
img_0173.png;172;5.931e-02;-2.116e-02;-1.130e-03
img_0174.png;173;5.939e-02;-2.113e-02;-1.082e-03
img_0175.png;174;5.948e-02;-2.101e-02;-1.142e-03
img_0176.png;175;5.943e-02;-2.100e-02;-1.111e-03
img_0177.png;176;5.946e-02;-2.093e-02;-1.076e-03
img_0178.png;177;5.947e-02;-2.090e-02;-1.059e-03
img_0179.png;178;5.958e-02;-2.089e-02;-1.111e-03
img_0180.png;179;5.956e-02;-2.094e-02;-1.086e-03
img_0181.png;180;5.961e-02;-2.101e-02;-1.087e-03
img_0182.png;181;5.970e-02;-2.113e-02;-1.097e-03
img_0183.png;182;5.970e-02;-2.112e-02;-1.038e-03
img_0184.png;183;5.973e-02;-2.114e-02;-1.050e-03
img_0185.png;184;5.976e-02;-2.118e-02;-1.035e-03
img_0186.png;185;5.981e-02;-2.116e-02;-9.985e-04
img_0187.png;186;5.984e-02;-2.112e-02;-1.045e-03
img_0188.png;187;5.981e-02;-2.114e-02;-1.053e-03
img_0189.png;188;5.987e-02;-2.114e-02;-1.056e-03
img_0190.png;189;5.994e-02;-2.113e-02;-1.078e-03
img_0191.png;190;6.012e-02;-2.105e-02;-1.098e-03
img_0192.png;191;6.020e-02;-2.134e-02;-1.110e-03
img_0193.png;192;6.045e-02;-2.124e-02;-1.014e-03
img_0194.png;193;6.079e-02;-2.165e-02;-9.737e-04
img_0195.png;194;6.100e-02;-2.132e-02;-1.054e-03
img_0196.png;195;6.108e-02;-2.168e-02;-1.098e-03
img_0197.png;196;6.140e-02;-2.168e-02;-1.091e-03
img_0198.png;197;6.149e-02;-2.185e-02;-9.714e-04
img_0199.png;198;6.181e-02;-2.199e-02;-1.087e-03
img_0200.png;199;6.211e-02;-2.214e-02;-1.065e-03
img_0201.png;200;6.241e-02;-2.243e-02;-1.010e-03
img_0202.png;201;6.274e-02;-2.240e-02;-9.732e-04
img_0203.png;202;6.295e-02;-2.242e-02;-9.578e-04
img_0204.png;203;6.321e-02;-2.253e-02;-9.781e-04
img_0205.png;204;6.344e-02;-2.284e-02;-9.791e-04
