Result file;90-01.res
Reference image;img_0001.png
Strain gage;1
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
524.500000;1449.000000;90.000000;90.000000;65.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
img_0002.png;1;8.220e-05;-2.306e-04;-5.889e-05
img_0003.png;2;1.950e-04;-2.339e-04;-3.574e-05
img_0004.png;3;3.614e-04;-1.939e-04;-7.540e-05
img_0005.png;4;8.062e-04;2.362e-05;-5.157e-05
img_0006.png;5;1.045e-03;2.048e-04;-8.584e-06
img_0007.png;6;1.283e-03;1.788e-04;4.864e-05
img_0008.png;7;1.384e-03;2.220e-04;7.550e-05
img_0009.png;8;1.446e-03;2.154e-04;1.249e-04
img_0010.png;9;1.598e-03;2.296e-04;2.608e-05
img_0011.png;10;1.750e-03;1.644e-04;-6.676e-05
img_0012.png;11;2.046e-03;1.612e-04;-4.850e-05
img_0013.png;12;1.775e-03;1.291e-04;-8.922e-05
img_0014.png;13;1.651e-03;2.102e-05;-2.771e-05
img_0015.png;14;1.626e-03;8.132e-05;8.823e-05
img_0016.png;15;1.668e-03;8.435e-05;5.867e-05
img_0017.png;16;1.932e-03;1.103e-04;5.241e-05
img_0018.png;17;2.089e-03;7.223e-05;-2.403e-05
img_0019.png;18;2.326e-03;7.074e-05;-1.619e-04
img_0020.png;19;2.232e-03;1.478e-04;-5.398e-05
img_0021.png;20;2.054e-03;2.928e-05;1.504e-05
img_0022.png;21;1.929e-03;4.521e-05;9.297e-05
img_0023.png;22;1.949e-03;-9.104e-06;7.311e-05
img_0024.png;23;2.097e-03;7.201e-06;4.742e-05
img_0025.png;24;2.494e-03;4.169e-07;-5.696e-05
img_0026.png;25;2.533e-03;-1.603e-04;-1.318e-04
img_0027.png;26;2.498e-03;-5.412e-05;-4.970e-06
img_0028.png;27;2.341e-03;-5.784e-05;2.073e-04
img_0029.png;28;2.333e-03;-3.227e-05;1.401e-04
img_0030.png;29;2.408e-03;9.294e-05;2.192e-04
img_0031.png;30;2.680e-03;1.333e-04;1.251e-04
img_0032.png;31;2.909e-03;-2.206e-05;1.319e-04
img_0033.png;32;2.666e-03;-5.941e-05;2.222e-04
img_0034.png;33;2.441e-03;7.070e-05;1.147e-04
img_0035.png;34;2.623e-03;1.919e-04;-7.621e-06
img_0036.png;35;3.117e-03;1.139e-04;2.320e-04
img_0037.png;36;2.698e-03;1.518e-04;1.123e-04
img_0038.png;37;2.453e-03;-9.840e-05;-2.084e-05
img_0039.png;38;2.726e-03;5.999e-05;1.034e-04
img_0040.png;39;2.918e-03;1.554e-04;1.491e-04
img_0041.png;40;2.279e-03;1.685e-04;6.398e-05
img_0042.png;41;2.515e-03;-1.189e-05;1.463e-04
img_0043.png;42;3.067e-03;-1.196e-05;3.475e-04
img_0044.png;43;4.956e-03;-2.021e-03;-1.483e-04
img_0045.png;44;7.081e-03;-3.960e-03;-2.078e-04
img_0046.png;45;9.412e-03;-5.335e-03;-3.380e-05
img_0047.png;46;1.093e-02;-6.744e-03;-4.462e-05
img_0048.png;47;1.281e-02;-7.800e-03;-1.395e-04
img_0049.png;48;1.515e-02;-9.122e-03;-9.405e-05
img_0050.png;49;1.704e-02;-1.063e-02;-1.177e-04
img_0051.png;50;1.891e-02;-1.250e-02;-3.034e-04
img_0052.png;51;2.109e-02;-1.402e-02;-4.976e-04
img_0053.png;52;2.329e-02;-1.541e-02;-3.898e-04
img_0054.png;53;2.497e-02;-1.674e-02;-5.000e-04
img_0055.png;54;2.682e-02;-1.812e-02;-6.324e-04
img_0056.png;55;2.933e-02;-1.946e-02;-5.549e-04
img_0057.png;56;3.114e-02;-2.090e-02;-6.523e-04
img_0058.png;57;3.284e-02;-2.227e-02;-7.594e-04
img_0059.png;58;3.509e-02;-2.385e-02;-1.041e-03
