Result file;45-02.res
Reference image;img_0001.png
Strain gage;1
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
504.500000;1229.000000;90.000000;134.000000;73.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
img_0002.png;1;-3.093e-05;4.246e-05;2.761e-05
img_0003.png;2;5.027e-05;-2.758e-05;7.290e-05
img_0004.png;3;1.030e-04;-1.026e-04;7.727e-05
img_0005.png;4;1.473e-04;-1.380e-04;8.322e-05
img_0006.png;5;1.850e-04;-2.788e-04;1.003e-04
img_0007.png;6;2.690e-04;-2.375e-04;6.931e-05
img_0008.png;7;3.510e-04;-1.485e-04;4.626e-05
img_0009.png;8;4.797e-04;-1.585e-04;8.571e-05
img_0010.png;9;4.308e-04;-1.222e-04;1.123e-04
img_0011.png;10;4.658e-04;-1.675e-04;1.008e-04
img_0012.png;11;5.253e-04;-1.755e-04;3.291e-05
img_0013.png;12;6.718e-04;-1.550e-04;1.822e-05
img_0014.png;13;7.326e-04;-1.345e-04;5.067e-05
img_0015.png;14;9.043e-04;-1.086e-04;5.399e-05
img_0016.png;15;8.505e-04;-2.810e-04;1.097e-04
img_0017.png;16;8.262e-04;-3.206e-04;9.367e-05
img_0018.png;17;8.855e-04;-3.007e-04;8.700e-05
img_0019.png;18;9.310e-04;-2.366e-04;6.681e-05
img_0020.png;19;8.834e-04;-8.388e-05;7.849e-05
img_0021.png;20;1.125e-03;-2.086e-04;6.045e-05
img_0022.png;21;1.359e-03;-2.965e-04;1.264e-04
img_0023.png;22;1.170e-03;-3.241e-04;1.022e-04
img_0024.png;23;1.080e-03;-3.440e-04;4.407e-05
img_0025.png;24;1.098e-03;-4.026e-04;1.115e-04
img_0026.png;25;1.424e-03;-5.766e-04;9.380e-05
img_0027.png;26;1.520e-03;-5.384e-04;1.934e-04
img_0028.png;27;1.449e-03;-4.740e-04;2.471e-04
img_0029.png;28;1.398e-03;-2.669e-04;3.440e-04
img_0030.png;29;1.435e-03;-9.137e-05;4.393e-04
img_0031.png;30;1.445e-03;7.039e-05;5.612e-04
img_0032.png;31;1.411e-03;1.347e-04;7.718e-04
img_0033.png;32;1.406e-03;1.937e-04;8.393e-04
img_0034.png;33;1.332e-03;2.985e-04;8.920e-04
img_0035.png;34;1.326e-03;3.847e-04;8.706e-04
img_0036.png;35;1.283e-03;4.510e-04;7.382e-04
img_0037.png;36;1.275e-03;5.547e-04;7.138e-04
img_0038.png;37;1.268e-03;6.026e-04;5.217e-04
img_0039.png;38;1.294e-03;7.367e-04;3.980e-04
img_0040.png;39;1.200e-03;7.775e-04;3.001e-04
img_0041.png;40;1.198e-03;8.772e-04;2.868e-04
img_0042.png;41;1.209e-03;9.245e-04;3.156e-04
img_0043.png;42;1.132e-03;8.832e-04;3.809e-04
img_0044.png;43;1.142e-03;8.832e-04;4.493e-04
img_0045.png;44;1.155e-03;8.930e-04;5.224e-04
img_0046.png;45;1.099e-03;9.016e-04;5.496e-04
img_0047.png;46;1.046e-03;9.502e-04;5.964e-04
img_0048.png;47;1.045e-03;9.663e-04;6.389e-04
img_0049.png;48;1.081e-03;1.002e-03;6.490e-04
img_0050.png;49;1.078e-03;9.817e-04;6.586e-04
img_0051.png;50;1.164e-03;9.888e-04;6.652e-04
img_0052.png;51;1.326e-03;1.038e-03;7.860e-04
img_0053.png;52;1.403e-03;1.063e-03;7.860e-04
img_0054.png;53;1.449e-03;1.088e-03;8.452e-04
img_0055.png;54;1.479e-03;1.131e-03;7.794e-04
img_0056.png;55;1.211e-03;1.282e-03;7.584e-04
img_0057.png;56;1.185e-03;1.340e-03;7.407e-04
img_0058.png;57;1.158e-03;1.407e-03;7.117e-04
img_0059.png;58;1.093e-03;1.363e-03;7.339e-04
img_0060.png;59;1.087e-03;1.385e-03;7.365e-04
img_0061.png;60;1.156e-03;1.220e-03;7.079e-04
img_0062.png;61;1.216e-03;1.148e-03;7.279e-04
img_0063.png;62;1.270e-03;1.105e-03;7.515e-04
img_0064.png;63;1.351e-03;1.069e-03;7.466e-04
img_0065.png;64;1.410e-03;1.000e-03;7.463e-04
img_0066.png;65;1.444e-03;9.934e-04;7.673e-04
img_0067.png;66;1.279e-03;9.385e-04;7.898e-04
img_0068.png;67;1.268e-03;9.647e-04;7.595e-04
img_0069.png;68;1.113e-03;9.126e-04;7.531e-04
img_0070.png;69;1.178e-03;9.199e-04;6.755e-04
img_0071.png;70;1.137e-03;9.052e-04;6.632e-04
img_0072.png;71;1.150e-03;9.229e-04;6.719e-04
img_0073.png;72;1.154e-03;9.947e-04;7.566e-04
img_0074.png;73;1.168e-03;1.002e-03;7.159e-04
img_0075.png;74;1.164e-03;1.030e-03;7.640e-04
img_0076.png;75;1.299e-03;1.021e-03;8.277e-04
img_0077.png;76;1.322e-03;1.077e-03;9.159e-04
img_0078.png;77;1.294e-03;1.093e-03;9.006e-04
img_0079.png;78;1.281e-03;1.153e-03;9.686e-04
img_0080.png;79;9.956e-04;1.041e-03;8.473e-04
img_0081.png;80;1.086e-03;9.861e-04;8.114e-04
img_0082.png;81;1.039e-03;1.023e-03;7.981e-04
img_0083.png;82;1.247e-03;1.036e-03;8.624e-04
img_0084.png;83;1.326e-03;9.213e-04;8.562e-04
img_0085.png;84;1.169e-03;8.489e-04;7.287e-04
img_0086.png;85;1.062e-03;8.833e-04;6.786e-04
img_0087.png;86;1.050e-03;8.998e-04;7.600e-04
img_0088.png;87;1.215e-03;9.083e-04;9.456e-04
img_0089.png;88;1.231e-03;9.516e-04;9.916e-04
img_0090.png;89;1.159e-03;8.497e-04;7.781e-04
img_0091.png;90;1.039e-03;9.271e-04;7.694e-04
img_0092.png;91;9.762e-04;1.119e-03;7.384e-04
img_0093.png;92;1.034e-03;1.207e-03;9.007e-04
img_0094.png;93;1.229e-03;1.174e-03;1.043e-03
img_0095.png;94;1.151e-03;1.116e-03;8.636e-04
img_0096.png;95;1.036e-03;1.022e-03;7.133e-04
img_0097.png;96;1.005e-03;9.635e-04;7.049e-04
img_0098.png;97;1.125e-03;9.266e-04;8.569e-04
img_0099.png;98;1.206e-03;9.477e-04;1.062e-03
img_0100.png;99;1.195e-03;8.800e-04;1.036e-03
img_0101.png;100;1.002e-03;8.991e-04;7.632e-04
img_0102.png;101;9.317e-04;8.430e-04;6.694e-04
img_0103.png;102;9.722e-04;8.671e-04;7.163e-04
img_0104.png;103;1.048e-03;8.016e-04;9.895e-04
img_0105.png;104;1.234e-03;7.720e-04;1.267e-03
img_0106.png;105;1.141e-03;7.020e-04;1.121e-03
img_0107.png;106;9.533e-04;6.924e-04;8.277e-04
img_0108.png;107;9.499e-04;6.336e-04;7.633e-04
