Result file;00-02.res
Reference image;img_0001.png
Strain gage;1
Small strain
Position X [pixel];Position Y [pixel]; Orientation; Length [pixel]; Width [pixel]
530.500000;1046.500000;90.000000;187.000000;89.000000
Filename;Step;Longitudinal strain [];Transverse strain [];Shear strain []
img_0002.png;1;5.757e-05;7.132e-05;6.180e-06
img_0003.png;2;1.343e-04;-1.688e-05;-3.954e-06
img_0004.png;3;1.526e-04;-3.468e-05;-1.662e-05
img_0005.png;4;2.285e-04;7.271e-06;1.626e-05
img_0006.png;5;2.987e-04;-3.395e-06;2.256e-05
img_0007.png;6;3.770e-04;-2.173e-05;1.161e-05
img_0008.png;7;4.682e-04;-2.337e-05;2.752e-05
img_0009.png;8;5.372e-04;-2.159e-05;1.604e-05
img_0010.png;9;5.370e-04;-6.238e-05;-1.866e-05
img_0011.png;10;5.710e-04;-1.566e-04;-6.646e-08
img_0012.png;11;5.880e-04;-1.396e-04;-2.223e-05
img_0013.png;12;6.628e-04;-6.127e-05;-3.276e-05
img_0014.png;13;8.523e-04;-4.713e-05;-1.121e-06
img_0015.png;14;7.905e-04;-1.411e-04;-3.354e-06
img_0016.png;15;7.228e-04;-2.277e-04;2.438e-05
img_0017.png;16;6.999e-04;-3.693e-04;2.445e-06
img_0018.png;17;7.382e-04;-4.419e-04;-3.006e-05
img_0019.png;18;9.131e-04;-3.514e-04;-4.888e-05
img_0020.png;19;1.114e-03;-2.879e-04;-1.745e-05
img_0021.png;20;1.044e-03;-3.380e-04;1.462e-05
img_0022.png;21;1.004e-03;-3.685e-04;1.129e-05
img_0023.png;22;9.075e-04;-2.972e-04;-3.027e-05
img_0024.png;23;1.027e-03;-2.580e-04;-3.556e-05
img_0025.png;24;1.265e-03;-2.595e-04;-7.886e-05
img_0026.png;25;1.426e-03;-3.338e-04;-5.796e-05
img_0027.png;26;1.230e-03;-3.769e-04;-3.204e-05
img_0028.png;27;1.104e-03;-3.794e-04;-1.496e-05
img_0029.png;28;1.081e-03;-4.310e-04;-2.921e-06
img_0030.png;29;1.311e-03;-4.865e-04;-4.426e-06
img_0031.png;30;1.527e-03;-6.281e-04;2.812e-05
img_0032.png;31;1.416e-03;-8.004e-04;-1.291e-04
img_0033.png;32;1.272e-03;-7.940e-04;-2.502e-04
img_0034.png;33;1.235e-03;-7.049e-04;-2.807e-04
img_0035.png;34;1.454e-03;-6.423e-04;-1.489e-04
img_0036.png;35;1.538e-03;-6.136e-04;1.313e-04
img_0037.png;36;1.278e-03;-6.056e-04;1.790e-05
img_0038.png;37;1.194e-03;-7.014e-04;-7.955e-05
img_0039.png;38;1.166e-03;-7.128e-04;-2.393e-04
img_0040.png;39;1.192e-03;-7.217e-04;-2.346e-04
img_0041.png;40;1.193e-03;-7.211e-04;-2.852e-04
img_0042.png;41;1.141e-03;-6.984e-04;-2.674e-04
img_0043.png;42;1.143e-03;-7.165e-04;-3.265e-04
img_0044.png;43;1.143e-03;-7.037e-04;-3.586e-04
img_0045.png;44;1.123e-03;-6.999e-04;-4.079e-04
img_0046.png;45;1.167e-03;-6.503e-04;-3.728e-04
img_0047.png;46;1.165e-03;-6.586e-04;-3.651e-04
img_0048.png;47;1.168e-03;-6.585e-04;-3.900e-04
img_0049.png;48;1.126e-03;-7.113e-04;-3.524e-04
img_0050.png;49;1.167e-03;-6.956e-04;-3.469e-04
img_0051.png;50;1.202e-03;-6.987e-04;-3.126e-04
img_0052.png;51;1.205e-03;-6.549e-04;-3.271e-04
img_0053.png;52;1.192e-03;-6.448e-04;-3.248e-04
img_0054.png;53;1.166e-03;-6.330e-04;-2.816e-04
img_0055.png;54;1.168e-03;-5.526e-04;-2.551e-04
img_0056.png;55;1.128e-03;-6.011e-04;-1.670e-04
img_0057.png;56;1.165e-03;-5.965e-04;-1.173e-04
img_0058.png;57;1.130e-03;-6.461e-04;-9.049e-05
img_0059.png;58;1.155e-03;-6.539e-04;-9.086e-05
img_0060.png;59;1.162e-03;-6.814e-04;-5.863e-05
img_0061.png;60;1.192e-03;-7.037e-04;6.196e-06
img_0062.png;61;1.217e-03;-7.183e-04;-9.298e-05
img_0063.png;62;1.274e-03;-7.002e-04;6.024e-06
img_0064.png;63;1.277e-03;-7.293e-04;-3.326e-06
img_0065.png;64;1.281e-03;-7.058e-04;4.265e-05
img_0066.png;65;1.278e-03;-6.666e-04;9.043e-05
img_0067.png;66;1.334e-03;-5.744e-04;1.342e-04
img_0068.png;67;1.316e-03;-6.329e-04;1.606e-04
img_0069.png;68;1.404e-03;-7.517e-04;1.238e-04
img_0070.png;69;1.449e-03;-8.366e-04;7.638e-05
img_0071.png;70;1.562e-03;-8.470e-04;1.094e-04
img_0072.png;71;1.601e-03;-9.349e-04;5.798e-05
img_0073.png;72;1.683e-03;-1.033e-03;-1.451e-05
img_0074.png;73;1.798e-03;-1.115e-03;-7.800e-05
img_0075.png;74;1.837e-03;-1.183e-03;-4.329e-05
img_0076.png;75;1.943e-03;-1.258e-03;-9.994e-05
img_0077.png;76;2.086e-03;-1.343e-03;-1.095e-04
img_0078.png;77;2.412e-03;-1.445e-03;-1.054e-04
img_0079.png;78;2.709e-03;-1.586e-03;-3.855e-05
img_0080.png;79;3.110e-03;-1.767e-03;1.487e-05
img_0081.png;80;3.585e-03;-1.919e-03;6.351e-05
img_0082.png;81;4.285e-03;-2.163e-03;1.792e-04
img_0083.png;82;4.987e-03;-2.299e-03;2.681e-04
img_0084.png;83;5.548e-03;-2.522e-03;3.493e-04
img_0085.png;84;6.131e-03;-2.653e-03;3.803e-04
img_0086.png;85;6.672e-03;-2.812e-03;4.343e-04
img_0087.png;86;7.298e-03;-2.998e-03;4.657e-04
img_0088.png;87;8.015e-03;-3.274e-03;4.623e-04
img_0089.png;88;8.902e-03;-3.834e-03;4.644e-04
img_0090.png;89;9.730e-03;-4.421e-03;5.177e-04
img_0091.png;90;1.058e-02;-4.964e-03;5.188e-04
img_0092.png;91;1.158e-02;-5.497e-03;5.316e-04
img_0093.png;92;1.255e-02;-5.962e-03;5.643e-04
img_0094.png;93;1.345e-02;-6.441e-03;6.078e-04
img_0095.png;94;1.441e-02;-7.036e-03;7.108e-04
img_0096.png;95;1.540e-02;-7.534e-03;7.479e-04
img_0097.png;96;1.641e-02;-8.084e-03;8.011e-04
img_0098.png;97;1.742e-02;-8.496e-03;8.554e-04
img_0099.png;98;1.841e-02;-8.840e-03;9.163e-04
img_0100.png;99;1.944e-02;-9.225e-03;9.661e-04
img_0101.png;100;2.047e-02;-9.609e-03;9.755e-04
img_0102.png;101;2.130e-02;-9.975e-03;9.739e-04
img_0103.png;102;2.217e-02;-1.028e-02;9.075e-04
img_0104.png;103;2.318e-02;-1.064e-02;8.574e-04
img_0105.png;104;2.416e-02;-1.100e-02;8.629e-04
img_0106.png;105;2.509e-02;-1.138e-02;9.127e-04
img_0107.png;106;2.600e-02;-1.173e-02;9.504e-04
img_0108.png;107;2.699e-02;-1.215e-02;9.709e-04
img_0109.png;108;2.809e-02;-1.258e-02;9.617e-04
img_0110.png;109;2.925e-02;-1.295e-02;9.754e-04
img_0111.png;110;3.036e-02;-1.338e-02;1.045e-03
img_0112.png;111;3.143e-02;-1.368e-02;1.056e-03
img_0113.png;112;3.270e-02;-1.410e-02;1.106e-03
img_0114.png;113;3.376e-02;-1.448e-02;1.115e-03
img_0115.png;114;3.480e-02;-1.472e-02;1.144e-03
img_0116.png;115;3.586e-02;-1.524e-02;1.174e-03
img_0117.png;116;3.688e-02;-1.552e-02;1.170e-03
img_0118.png;117;3.789e-02;-1.600e-02;1.174e-03
img_0119.png;118;3.903e-02;-1.649e-02;1.162e-03
img_0120.png;119;4.001e-02;-1.693e-02;1.211e-03
img_0121.png;120;4.107e-02;-1.746e-02;1.221e-03
img_0122.png;121;4.207e-02;-1.781e-02;1.231e-03
img_0123.png;122;4.296e-02;-1.823e-02;1.337e-03
img_0124.png;123;4.371e-02;-1.844e-02;1.354e-03
img_0125.png;124;4.436e-02;-1.875e-02;1.432e-03
img_0126.png;125;4.495e-02;-1.900e-02;1.476e-03
img_0127.png;126;4.551e-02;-1.925e-02;1.513e-03
img_0128.png;127;4.611e-02;-1.960e-02;1.405e-03
img_0129.png;128;4.665e-02;-1.979e-02;1.414e-03
